algo,feature_set,feature,importance,std,rank
xgboost,full,CODE_GENDER,0.005971382020597027,0.0011224436918020589,7
xgboost,full,credit_goods_markup,0.005948188910046459,0.0028547599370145602,8
xgboost,full,NAME_EDUCATION_TYPE,0.005751339792553811,0.0019560537383445644,9
xgboost,full,DAYS_EMPLOYED,0.005455317390470843,0.00206727834668289,10
xgboost,full,DAYS_ID_PUBLISH,0.005277969714543296,0.001455874259997667,11
xgboost,full,FLAG_OWN_CAR,0.004157346453081567,0.0011735847052047358,12
xgboost,full,bureau_debt_income_ratio,0.003005033247257738,0.0022390371995905023,13
xgboost,full,bureau_credit_income_ratio,0.0025098173358161667,0.0012036312366263803,14
xgboost,full,AMT_CREDIT,0.002466488437266506,0.0029038176328554256,15
xgboost,full,FLAG_WORK_PHONE,0.0022814937864219396,0.0017447643318747837,16
xgboost,full,AMT_ANNUITY,0.0022658656879081416,0.0023928312879884423,17
xgboost,full,BUREAU_LOAN_COUNT,0.0020930819428523094,0.0016194977815738119,18
xgboost,full,BUREAU_TOTAL_DEBT,0.0019985468210280853,0.003206684980302211,19
xgboost,full,NAME_FAMILY_STATUS,0.0019392509269504199,0.0007771353066352587,20
xgboost,full,NAME_CONTRACT_TYPE,0.0015281458778043822,0.0008759586523524536,21
xgboost,full,WALLSMATERIAL_MODE,0.0015269132343143199,0.0005508038554035767,22
xgboost,full,FLAG_PHONE,0.0014893253409008211,0.0004552747143306238,23
xgboost,full,AMT_REQ_CREDIT_BUREAU_QRT,0.0011661983963683676,0.0007425541540259145,24
xgboost,full,DEF_30_CNT_SOCIAL_CIRCLE,0.0011004802318905604,0.0006186451384780088,25
xgboost,full,REG_CITY_NOT_LIVE_CITY,0.0009035915166671626,0.00042548803963999465,26
xgboost,full,APARTMENTS_AVG,0.0008610021376890709,0.00034373901383854177,27
xgboost,full,EXT_SOURCE_1_MISSING,0.0008495962136652047,0.0015116402939585047,28
xgboost,full,ORGANIZATION_TYPE,0.0008424355513463766,0.0013912190084703774,29
xgboost,full,DEF_60_CNT_SOCIAL_CIRCLE,0.0008294485837668953,0.00046649483000765594,30
xgboost,full,NAME_INCOME_TYPE,0.0006379147081838176,0.0004512800709938914,31
xgboost,full,FLAG_EMP_PHONE,0.0005869343155271378,0.00025217155289775306,32
xgboost,full,YEARS_BEGINEXPLUATATION_AVG,0.0005804651796767424,0.0005432423655827158,33
xgboost,full,AMT_REQ_CREDIT_BUREAU_YEAR,0.0005355399254814763,0.000317193987086255,34
xgboost,full,DAYS_LAST_PHONE_CHANGE,0.00040278482357556934,0.0018550668918809162,35
xgboost,full,ENTRANCES_AVG,0.00036774300882176924,0.0013575631695110677,36
xgboost,full,LANDAREA_AVG,0.0003458644127124266,0.0007418118136935094,37
xgboost,full,AMT_INCOME_TOTAL,0.00030589107636485035,0.001051903868538132,38
xgboost,full,BUREAU_ACTIVE_LOAN_COUNT,0.00027586288859327566,0.0007771961639085794,39
xgboost,full,FLAG_DOCUMENT_6,0.00023199226497339632,0.0001274068511212939,40
xgboost,full,LIVE_REGION_NOT_WORK_REGION,0.000224552040723508,0.00020809968651913554,41
xgboost,full,FLAG_OWN_REALTY,0.00021688821852031137,0.00036633285708288885,42
xgboost,full,OCCUPATION_TYPE,0.00021161026059570153,0.0006926149394883582,43
xgboost,full,EMERGENCYSTATE_MODE,0.0002012550284544723,7.865560748003069e-05,44
xgboost,full,NAME_HOUSING_TYPE,0.00020040114629660822,0.0002747082054210568,45
xgboost,full,AMT_REQ_CREDIT_BUREAU_WEEK,0.0001234301315530928,0.00018936561460056406,46
xgboost,full,ELEVATORS_AVG,0.00011763306324743538,0.00032228280373719536,47
xgboost,full,bureau_overdue_income_ratio,9.885118687628092e-05,0.00012886295419175508,48
xgboost,full,OCCUPATION_TYPE_MISSING,8.838859705114776e-05,6.0998547720254386e-05,49
xgboost,full,HOUSETYPE_MODE,5.2305830212800994e-05,0.00016998076317589308,50
xgboost,full,NAME_TYPE_SUITE,4.444768458949921e-06,0.0006636724349765955,51
xgboost,full,BUREAU_OVERDUE_LOAN_COUNT,4.56842846885408e-09,9.13685693770816e-09,52
xgboost,full,BUREAU_NO_RECORD,0.0,0.0,53
xgboost,full,FLAG_EMAIL,-5.627784793064139e-05,5.3454586524314956e-05,54
xgboost,full,CNT_CHILDREN,-0.0001012929475688651,0.00013912920679780313,55
xgboost,full,LIVINGAREA_AVG,-0.00011299094709773527,0.0004675849229754014,56
xgboost,full,REG_CITY_NOT_WORK_CITY,-0.00012983873812780767,0.0001529107451660317,57
xgboost,full,REG_REGION_NOT_WORK_REGION,-0.0001530771493959082,0.0003027427049342289,58
xgboost,full,AMT_REQ_CREDIT_BUREAU_MON,-0.00015845273010513526,0.0005400927156743031,59
xgboost,full,BUREAU_MAX_DAYS_OVERDUE,-0.0001608008419943463,0.0001686135115290043,60
xgboost,full,FLAG_DOCUMENT_5,-0.00020016617667421022,0.00018970284409562785,61
xgboost,full,credit_income_ratio,-0.00021630271475818198,0.0008132421278311307,62
xgboost,full,dti,-0.00023450921470398732,0.0014934830946616046,63
xgboost,full,EXT_SOURCE_3_MISSING,-0.0002970473230393345,0.00018413441197960524,64
xgboost,full,BASEMENTAREA_AVG,-0.0003427926837645978,0.0007654183455234506,65
xgboost,full,LIVE_CITY_NOT_WORK_CITY,-0.00035225139400728024,0.00020956549848191383,66
xgboost,full,CNT_FAM_MEMBERS,-0.000376589425162166,0.00030790636621819107,67
xgboost,full,FLAG_DOCUMENT_3,-0.0004339736428552454,0.0007761040772115349,68
xgboost,full,BUREAU_HISTORY_YEARS,-0.00046429734844767313,0.0005322293340808315,69
xgboost,full,REG_REGION_NOT_LIVE_REGION,-0.0004997690595880233,0.00028190501438070457,70
xgboost,full,bureau_overdue_loan_share,-0.000536019933497528,0.00016113564356633585,71
xgboost,full,bureau_overdue_loan_count,-0.0005831805289752301,3.903334185492515e-05,72
xgboost,full,FLAG_DOCUMENT_8,-0.0005854728843172508,0.00033498032891848313,73
xgboost,full,REGION_RATING_CLIENT,-0.0006206158567961028,0.0015474605480200927,74
xgboost,full,FLOORSMAX_AVG,-0.0006218151069259326,0.0005847420961721667,75
xgboost,full,income_per_capita_ratio,-0.0006652138836130195,0.0013164971348502005,76
xgboost,full,HOUR_APPR_PROCESS_START,-0.0007612023158045766,0.0009058440368233286,77
xgboost,full,WEEKDAY_APPR_PROCESS_START,-0.0007811368224452664,0.0009861465242225703,78
xgboost,full,OBS_30_CNT_SOCIAL_CIRCLE,-0.0008371948321216127,0.0009439834732048689,79
xgboost,full,BUREAU_TOTAL_OVERDUE,-0.0008838631206914138,0.0001845889778245024,80
xgboost,full,TOTALAREA_MODE,-0.0011031048620373963,0.0002810431966776969,81
xgboost,full,REGION_POPULATION_RELATIVE,-0.0012647711476734991,0.0013782992893734943,82
xgboost,full,NONLIVINGAREA_AVG,-0.0013944644760108594,0.0010198266250076528,83
xgboost,full,DAYS_REGISTRATION,-0.0016300557927186488,0.000920934706273549,84
